term,coef
VaccineOrigin,0.2454953883915322
WaitTime,-0.05900641876248938
VaccineEfficacy,0.4153429578364182
SideEffects,-0.03571342727260904
CashIncentives,0.001047432626027878
ASC_optout,-0.21004394394542844
